text,toxicity
fucking peruvians [SEPA] No fucking tps [SEPA] End ast [SEPA] fast,0
hah,0
hi.,0
)),0
yea  [SEPA] still no phase boots,0
telstra must have disconnected him,0
again? [SEPA] fuck off,1
this 50%  packet loss so sick guys [SEPA] sry wrong chat,0
sorry,0
rekt sf [SEPA] rekt,0
they bought  [SEPA] the account [SEPA] wtf,0
G+G,0
lol seriosuly? [SEPA] after pudge feede you? [SEPA] fuck you man,1
ulty the dazzle,0
We will win,0
) [SEPA] happy def,0
,0
coming edi wait awhile ya [SEPA] fuck me,1
(,0
haahah,0
tp?,0
until lik [SEPA] 9 [SEPA] fucking hell feels amazing when you see someone premuted on the other team [SEPA] and they're absolute DOGSHIT,0
gg,0
and lose,0
report invoker,0
you,0
THIS [SEPA] IS [SEPA] A FUCKING JOKE [SEPA] WK ULT CD [SEPA] 2 DEAD [SEPA] LETS TP [SEPA] +LOSE GAME,0
fuckin kiddo kiddo,0
ss zeus,0
Gg,0
yeah,0
he is coming?,0
what a noob pick,1
and just get a free win [SEPA] grats,0
hahahaa,0
that viod ?,0
GGWP,0
lol,0
YES,0
are u noob es ? [SEPA] Cant wait ?,1
lina is 5k,0
SHIT,1
?,0
dirty^?,0
nope,0
there it is,0
gg,0
wat [SEPA] fuck my mouse [SEPA] wtf pa [SEPA] stay put on timber's spin,1
You cant [SEPA] Idiot [SEPA] Hi idiot fv.,1
lolo [SEPA] luna [SEPA] Hahaha,0
cuyka,0
tell us how you really feel,0
u abadoned dude @@,0
gg,0
lol,0
NO.,0
dont worry,0
gg,0
tgg,0
reported venge,0
you are idiot like your dota name,1
3v5 [SEPA] 2v7,0
DASAR PINOY,0
XDXDXDD [SEPA] fail [SEPA] of the week,0
haha,0
thanks,0
too late,0
Good game.,0
LOL,0
tk u [SEPA] the team was good,0
it is,0
GGWP [SEPA] alche want to push not def,0
gg,0
gg,0
hahahaha,0
ahjahahaha,0
XD,0
all game long lowbie,0
ez mid ez life,0
but i dont wona [SEPA] HALLO,0
dotn waste ur mana,0
ez for me ?,0
+,0
asshole,0
welcome back puck,0
gg,0
rofl,0
hhahaha,0
g,0
worth [SEPA] lol,0
Ez,0
lool,0
dont hurt me,0
gg,0
wat [SEPA] u cant jump over?,0
thanks to injoker,0
roam mirana?|,0
ggwp [SEPA] commend ;),0
gg,0
gg wp,0
afk,0
SEE YOUR MOTHER,0
stun me?,0
and that qop win game,0
ta afk,0
<3,0
:V,0
save thios game,0
[lz report pudge [SEPA] ty,0
im 3-5 lol [SEPA] ..,0
hilariouzs ww,0
haha feed,0
noob,1
gg,0
i have peasant farm,0
lol,0
wew,0
so sadf,0
gg,0
,0
??? [SEPA] INJOKER,0
(you are),0
haha ur so funny!,0
i just said it 2x [SEPA] youre over exaggerating it,0
you know a patch has issues when ixmike managed to get 6.2k with a hero,0
can you just walk through mid and end,0
g,0
?,0
dafak,0
+,0
ahhaha,0
such a shame all that betting gold HAHA,0
we noob,1
thc u [SEPA] noobies,0
can u let that meepo run first,0
not coming back [SEPA] he told me  [SEPA] can we go ?,0
?,0
./.,0
once,0
lol,0
PUDGE? [SEPA] ES? [SEPA] ? [SEPA] DAVAI [SEPA] RUSKI,0
jaja,0
wait,0
end,0
wp,0
lol,0
XD [SEPA] XDXDXDXDXD,0
Gg doghists,0
"lol, ds feeding [SEPA] blame ss",0
4 bot,0
i will,0
hhahahahahahahaha,0
;v [SEPA] nigga,1
lag [SEPA] ec,0
ROFL,0
3 afk,0
ez mid,0
xD,0
nah [SEPA] we lose already [SEPA] resume it,0
gg,0
you did actualy :0,0
haha,0
no,0
:),0
had to tp to fountain,0
i see 2 meks,0
Ggwp,0
and they still think im serious about this game,0
maybe,0
so sad [SEPA] hi razor,0
XD,0
ez? [SEPA] noob,1
like niggaaaa,0
WP,0
ggwp,0
how can you actually lose this game,0
dide [SEPA] dude [SEPA] pleas [SEPA] no one cares  [SEPA] about your lane [SEPA] or suprots,0
Aw,0
so lucky you got your unlti when you got it,0
they so stronk kappa,0
noob,1
gg,0
yeah because you won't pause [SEPA] D:,0
gg,0
kid zz,0
silencer [SEPA] mom dieofcancer [SEPA] fat whore,1
u dont like much [SEPA] i get it,0
Fuck yo self qop,1
how do you feel about that movement?,0
gg,0
ez,0
invo [SEPA] if you go ranked with him,0
haha,0
how can we lose with ember tusk slardar,0
oook then,0
:)),0
gg,0
GG,0
gg wp,0
thats reason to report,0
Boom,0
wtf is this,0
1 vs 1,0
wp,0
noob shit [SEPA] this TA lost you the game,1
I'm just trying to finish bro [SEPA] bored of you [SEPA] no challange,0
gg,0
mmr isnt real [SEPA] why ulti,0
322 the number of your block?,0
gg wp [SEPA] im done [SEPA] just finish,0
report PA and QOP pls,0
axxaaxax,0
GG [SEPA] end fast,0
dont talk pls you guys aint good,0
comeback,0
:D,0
LOL [SEPA] ggwp,0
call oiff ur boys,0
ff,0
:D,0
+,0
im DEON [SEPA] FUCKNIG [SEPA] CREEPS,0
Nice Buybacks,0
Ez dudes [SEPA] Axe a 'best' jung ),0
bobo kasi mid namin,0
report this sven [SEPA] ok?,0
no idiot is not fine dude,1
wp [SEPA] wp team1,0
ahahaahah [SEPA] not i [SEPA] u pick shit,1
EZ AS FUCK,1
da travel [SEPA] ops,0
kreygasm golem [SEPA] report purple [SEPA] uselss,0
ember was good,0
fck,0
close game dude,0
plssssss,0
lol,0
w8,0
look at juggernaut,0
GG,0
wellplayed,0
(:,0
he now blaming me,0
nyx the pusher new meta,0
OMG [SEPA] LOL,0
WHAT A FUCKING WIN [SEPA] WHAT A WIN,0
ggwp,0
gangbang,0
three fucking gem,0
noob 3.4k,1
?,0
gg wp,0
diaf [SEPA] es [SEPA] u piece of shit,1
where are you invoker?,0
69 hp,0
pause?,0
they wanted to kill rosh on their own :( [SEPA] sonst so?,0
he said top,0
unpause he rq ,0
2 much noobs,0
gg,0
how many tis have secret won?,0
;P; BD?,0
wtf,0
bad,0
noob wr,1
noob la,1
u called gg right?,0
es reported [SEPA] acc buyer,0
like with the vision of your ult :^),0
ez btm mid fail top fail,0
im sure [SEPA] he didnt do it intentionally [SEPA] ppl need to take ab rea [SEPA] k,0
gg ez [SEPA] wr lost mid,0
your computer [SEPA] see.. mine is okay,0
3 sentrys used ROFL,0
easy lgdt in europe,0
THATS THE EFFECT OF THE CHEAT [SEPA] WAIT,0
gg,0
pls report ns and jakiro,0
ez tactical afk,0
ahaha,0
gg,0
w8 [SEPA] pls [SEPA] bitch [SEPA] tiny [SEPA] report,1
gg [SEPA] wp,0
1-8 [SEPA] 2-7 [SEPA] 1-8,0
sak ma deek,0
u wont die lol,1
creeps too stronk,0
6,0
From minute one to now. =(,0
lol,0
RIKI HERO GAY,0
troll,0
dasgfjasd get rekt,0
im so rich [SEPA] for a solo support [SEPA] its amazing,0
well auto update,0
wo,0
yea but it was a moment,0
lucky hook?,0
yep,0
pro sG [SEPA] Sf pro?,0
,0
AM MID [SEPA] op,0
menu what dude [SEPA] still offline,0
Get out played sniper LOL,0
jokes on you shes dead,0
anyway,0
Es,0
ez,0
lel mid,0
report lone,0
why u defy him,0
REPORT MY TEAM PLS,0
GG [SEPA] We got jungler Invo,0
T_T,0
gg,0
:O,0
disconnected after trash talk [SEPA] before,1
nah,0
hahaha,0
ehehhe [SEPA] this am fucking shit,1
yeah,0
ชิบหาย [SEPA] ez [SEPA] wtf [SEPA] ez [SEPA] Ez,0
u are so fed,0
but our SF is da best,0
so mad,0
Gg,0
gg lol,0
WHY U DO DIST [SEPA] :(,0
FREE [SEPA] GAME,0
ggwp,0
easy game,0
scared [SEPA] hey WD why u no f9,0
who cares? [SEPA] ull do the same,0
You really didn't help win this game.,0
wp :),0
veselo,0
3 dolbaeba,0
This teal and purple must be together,0
3,0
4k always worse,0
?,0
i hate you,1
commend,0
